Protein,Protein Description,Protein Gene,A01-511-84A-C4-001 Sum Normalized Area,A02-Hoof17-002 Sum Normalized Area,A03-304-75B-B4-003 Sum Normalized Area,A04-450-08A-C7-004 Sum Normalized Area,A05-051-21B-D6-005 Sum Normalized Area,A06-510-08B-C8-006 Sum Normalized Area,A07-912-46A-A9-007 Sum Normalized Area,A08-492-84B-B8-008 Sum Normalized Area,A09-159-21A-D7-009 Sum Normalized Area,A10-990-46B-A8-010 Sum Normalized Area,A11-EISAIPool-011 Sum Normalized Area,A12-278-75A-B6-012 Sum Normalized Area,B01-041-40B-B1-013 Sum Normalized Area,B02-934-43A-A2-014 Sum Normalized Area,B03-959-40A-A5-015 Sum Normalized Area,B04-EISAIPool-016 Sum Normalized Area,B05-334-76A-B9-017 Sum Normalized Area,B06-GWPool-018 Sum Normalized Area,B07-168-16A-D3-019 Sum Normalized Area,B08-009-43B-A3-020 Sum Normalized Area,B09-316-76B-C3-021 Sum Normalized Area,B10-062-16B-D5-022 Sum Normalized Area,B11-Hoof17-023 Sum Normalized Area,B12-GWPool-024 Sum Normalized Area,C01-027-37B-B3-025 Sum Normalized Area,C02-907-45A-B2-026 Sum Normalized Area,C03-EISAIPool-027 Sum Normalized Area,C04-155-17A-D1-028 Sum Normalized Area,C05-166-20A-D8-029 Sum Normalized Area,C06-249-64B-B5-030 Sum Normalized Area,C07-985-45B-A1-031 Sum Normalized Area,C08-Hoof17-032 Sum Normalized Area,C09-956-37A-A6-033 Sum Normalized Area,C10-216-64A-C2-034 Sum Normalized Area,C11-056-20B-D9-035 Sum Normalized Area,C12-046-17B-C9-036 Sum Normalized Area,D01-GWPool-037 Sum Normalized Area,D02-039-25B-D2-038 Sum Normalized Area,D03-043-24B-C5-039 Sum Normalized Area,D04-084-86A-C1-040 Sum Normalized Area,D05-EISAIPool-041 Sum Normalized Area,D06-152-24A-D4-042 Sum Normalized Area,D07-099-86B-B7-043 Sum Normalized Area,D08-880-56A-A7-044 Sum Normalized Area,D09-GWPool-045 Sum Normalized Area,D10-143-25A-C6-046 Sum Normalized Area,D11-970-56B-A4-047 Sum Normalized Area,D12-Hoof17-048 Sum Normalized Area
sp|P49961|ENTP1_HUMAN,Ectonucleoside triphosphate diphosphohydrolase 1 OS=Homo sapiens OX=9606 GN=ENTPD1 PE=1 SV=1,ENTPD1,7.0730E+3,7.0235E+3,3.8085E+3,2.0135E+3,2.4431E+3,3.1996E+3,4.9158E+3,7.4507E+3,8.6272E+3,1.8718E+3,2.4324E+3,4.2130E+3,6.5095E+3,5.9657E+3,2.4671E+3,5.2289E+3,3.1514E+3,1.6803E+3,3.0560E+3,3.7786E+3,2.8071E+3,3.6367E+3,4.2550E+3,6.9222E+3,5.2743E+3,1.7705E+3,2.5262E+3,5.0111E+3,5.6261E+3,2.2821E+3,8.0966E+3,4.6783E+3,4.9323E+3,5.0052E+3,2.4796E+3,3.1436E+3,3.4513E+3,2.6455E+3,3.6048E+3,6.1774E+2,2.7424E+3,1.0789E+3,2.1476E+3,4.2457E+3,3.8585E+3,3.1580E+3,1.1556E+4,5.6610E+3
sp|P51858|HDGF_HUMAN,Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1,HDGF,1.4704E+4,6.6724E+4,2.1418E+4,2.5368E+4,1.5951E+4,1.3845E+4,1.2561E+4,1.9211E+4,1.7744E+4,1.1833E+4,1.4435E+4,9.9944E+3,3.4863E+4,1.8494E+4,1.9050E+4,1.1731E+4,2.1071E+4,2.2384E+4,1.3518E+4,1.4487E+4,1.5552E+4,1.3062E+4,5.1069E+4,2.5129E+4,1.5612E+4,1.1286E+4,1.9284E+4,1.3717E+4,1.7802E+4,4.2791E+4,1.3979E+4,6.7267E+4,2.6771E+4,1.8022E+4,9.3878E+3,1.2598E+4,1.8355E+4,1.7013E+4,8.6635E+3,1.3970E+4,1.1088E+4,7.3422E+3,7.4158E+3,6.9131E+3,3.0446E+4,1.8336E+4,2.2122E+4,6.8761E+4
sp|Q13087|PDIA2_HUMAN,Protein disulfide-isomerase A2 OS=Homo sapiens OX=9606 GN=PDIA2 PE=1 SV=2,PDIA2,2.5963E+4,1.8310E+4,2.6225E+4,1.3798E+4,1.9345E+4,2.4941E+4,1.2822E+4,2.4378E+4,2.2076E+4,7.5884E+3,2.4479E+4,3.1495E+4,7.8073E+3,1.5062E+4,1.0783E+4,1.1382E+4,8.7785E+3,2.2261E+3,7.8609E+3,1.9333E+4,6.6322E+3,7.6845E+3,1.5669E+4,4.6840E+3,2.2836E+4,1.7520E+4,6.9681E+3,2.1332E+4,2.3557E+4,1.6120E+4,1.6516E+4,1.9091E+4,1.9072E+4,2.2030E+4,2.2343E+4,2.7338E+4,5.5363E+3,1.6091E+4,9.7518E+3,7.8218E+3,1.1681E+4,4.5774E+3,1.2140E+4,6.9911E+3,1.0476E+4,1.6531E+4,7.6905E+3,8.6503E+3
sp|Q155Q3|DIXC1_HUMAN,Dixin OS=Homo sapiens OX=9606 GN=DIXDC1 PE=1 SV=2,DIXDC1,2.3418E+4,2.4741E+4,2.8194E+4,2.0773E+4,2.4230E+4,3.2544E+4,2.2512E+4,1.8673E+4,3.0048E+4,1.7020E+4,4.3352E+4,3.0462E+4,1.9009E+4,1.9639E+4,4.5036E+4,1.1199E+4,2.8255E+4,1.9773E+4,2.6658E+4,1.7178E+4,1.9076E+4,1.4377E+4,2.2731E+4,1.3182E+4,1.7643E+4,4.9593E+3,2.3935E+4,4.1820E+4,1.5079E+4,1.8569E+4,9.6561E+3,2.5748E+4,1.6230E+4,2.5795E+4,1.4554E+4,1.2158E+4,1.7433E+4,2.4528E+4,1.5328E+4,2.8077E+4,1.4813E+4,2.4707E+4,1.2473E+4,1.3901E+4,1.3587E+4,3.4075E+4,2.2781E+4,1.1530E+4
sp|Q4KMG0|CDON_HUMAN,Cell adhesion molecule-related/down-regulated by oncogenes OS=Homo sapiens OX=9606 GN=CDON PE=1 SV=2,CDON,5.6508E+3,5.7088E+3,4.2650E+3,5.2884E+3,2.7707E+3,6.3408E+3,4.5936E+3,6.7706E+3,6.1308E+3,2.0827E+3,7.3767E+3,2.6961E+3,1.0862E+4,1.9582E+3,3.4494E+3,5.6477E+3,4.0112E+3,5.3560E+3,2.0826E+3,6.5307E+3,5.1420E+3,3.1991E+3,5.8750E+3,5.8405E+3,6.7536E+3,3.6967E+3,3.4736E+3,5.0663E+3,9.1412E+3,8.4721E+3,2.9386E+3,6.2409E+3,4.7638E+3,5.8770E+3,4.6099E+3,3.7505E+3,3.1531E+3,5.4828E+3,5.0352E+3,1.1980E+3,2.7920E+3,3.1374E+3,6.5639E+3,2.5981E+3,7.0190E+3,2.8136E+3,8.5660E+3,9.3657E+3
sp|Q93096|TP4A1_HUMAN,Protein tyrosine phosphatase type IVA 1 OS=Homo sapiens OX=9606 GN=PTP4A1 PE=1 SV=2,PTP4A1,1.4204E+4,7.9016E+3,1.6467E+4,6.2932E+3,5.5774E+3,1.2946E+4,1.0358E+4,1.2966E+4,1.1511E+4,9.1524E+3,6.4220E+3,1.3869E+4,9.2681E+3,9.1226E+3,9.7120E+3,1.1906E+4,1.0310E+4,1.3595E+4,1.0084E+4,1.3419E+4,1.2925E+4,1.2751E+4,1.2288E+4,9.0210E+3,1.0628E+4,1.1522E+4,9.8015E+3,1.0957E+4,1.3624E+4,1.5145E+4,1.0431E+4,6.1629E+3,8.3798E+3,1.5427E+4,8.8332E+3,9.0698E+3,1.0161E+4,1.5241E+4,8.4865E+3,5.9840E+3,1.0085E+4,6.5693E+3,7.3320E+3,7.7336E+3,1.1601E+4,1.3163E+4,1.3398E+4,1.1259E+4
sp|Q96PD5|PGRP2_HUMAN,N-acetylmuramoyl-L-alanine amidase OS=Homo sapiens OX=9606 GN=PGLYRP2 PE=1 SV=1,PGLYRP2,5.7338E+6,1.0158E+7,7.0340E+6,4.5077E+6,4.0666E+6,5.1673E+6,3.4422E+6,5.9585E+6,3.5688E+6,3.5692E+6,5.5516E+6,5.8892E+6,5.4367E+6,4.5984E+6,3.5714E+6,5.8995E+6,6.2151E+6,1.7621E+7,3.1221E+6,4.6846E+6,5.2770E+6,2.9137E+6,1.0209E+7,2.0642E+7,1.3104E+7,4.8037E+6,5.9826E+6,3.8123E+6,5.4174E+6,3.1364E+6,4.7931E+6,9.6746E+6,1.0813E+7,3.1575E+6,4.6101E+6,3.4661E+6,1.6647E+7,5.1324E+6,5.9215E+6,4.6895E+6,5.2947E+6,5.5477E+6,5.1438E+6,4.9460E+6,2.0266E+7,4.1072E+6,5.3399E+6,9.6431E+6
sp|Q96RF0|SNX18_HUMAN,Sorting nexin-18 OS=Homo sapiens OX=9606 GN=SNX18 PE=1 SV=2,SNX18,1.3207E+4,2.0756E+4,2.0664E+4,6.5506E+3,1.1361E+4,1.0579E+4,8.2575E+3,1.0752E+4,1.2607E+4,1.0339E+4,1.5893E+4,1.6062E+4,1.3234E+4,1.0372E+4,1.2908E+4,1.2548E+4,1.6139E+4,7.6219E+3,1.8674E+4,1.7043E+4,1.8849E+4,2.3735E+4,1.8815E+4,2.2814E+3,1.3604E+4,1.3849E+4,9.8115E+3,2.1739E+4,1.2173E+4,2.7848E+4,1.2165E+4,2.4438E+4,2.9625E+4,1.8780E+4,1.1794E+4,1.5048E+4,4.4235E+3,1.8624E+4,1.8318E+4,1.0856E+4,1.4014E+4,1.3801E+4,5.5024E+3,1.4223E+4,6.2333E+3,9.9011E+3,3.2966E+4,2.9445E+4
sp|Q9BQI4|CCDC3_HUMAN,Coiled-coil domain-containing protein 3 OS=Homo sapiens OX=9606 GN=CCDC3 PE=1 SV=1,CCDC3,1.2871E+4,1.3653E+4,1.1160E+4,1.1450E+4,1.2119E+4,1.3762E+4,1.1739E+4,1.0808E+4,1.4755E+4,1.6744E+4,1.8802E+4,2.0533E+4,1.3471E+4,1.4371E+4,1.1119E+4,9.4764E+3,1.2654E+4,8.9728E+3,1.1423E+4,1.2432E+4,1.8061E+4,1.7426E+4,1.5218E+4,8.5641E+3,1.0608E+4,1.1054E+4,8.1017E+3,1.4250E+4,7.2827E+3,1.5292E+4,1.1636E+4,2.0779E+4,1.6170E+4,1.3020E+4,1.2570E+4,1.0141E+4,1.1201E+4,1.7791E+4,9.9164E+3,9.2156E+3,1.0471E+4,7.2079E+3,9.6871E+3,9.8207E+3,8.5539E+3,1.6596E+4,1.1549E+4,1.0715E+4
sp|Q9H461|FZD8_HUMAN,Frizzled-8 OS=Homo sapiens OX=9606 GN=FZD8 PE=1 SV=1,FZD8,4.0328E+3,2.4541E+3,9.5332E+2,1.0813E+3,9.5552E+2,2.7070E+3,2.3783E+3,3.2535E+3,1.6897E+3,1.2135E+3,4.1679E+3,7.4482E+2,3.4400E+3,3.0963E+3,1.3872E+3,1.6022E+3,2.0758E+3,2.4727E+3,3.4007E+3,2.4485E+3,2.5090E+3,3.5754E+3,1.9641E+3,3.9341E+3,2.6182E+3,1.9285E+3,2.2417E+3,3.1476E+3,2.4745E+3,9.8598E+2,2.5190E+3,2.1413E+3,6.3873E+2,1.0845E+3,2.4899E+3,1.6552E+3,2.7347E+3,1.8245E+3,1.7602E+3,2.5834E+3,1.7672E+3,1.7763E+3,7.6149E+2,8.3162E+2,3.3753E+3,1.1572E+3,1.7924E+3,2.4734E+3
sp|Q9UIQ6|LCAP_HUMAN,Leucyl-cystinyl aminopeptidase OS=Homo sapiens OX=9606 GN=LNPEP PE=1 SV=3,LNPEP,6.0924E+3,1.1076E+4,1.1021E+4,8.1663E+3,7.2954E+3,2.1600E+3,9.6784E+3,5.9250E+3,6.1580E+3,9.2493E+3,1.1124E+4,1.2687E+4,6.2445E+3,7.1672E+3,1.6442E+4,3.9389E+3,1.0077E+4,5.0862E+3,6.5022E+3,1.1713E+4,1.0393E+4,7.7021E+3,5.5901E+3,4.2654E+3,1.0399E+4,6.6748E+3,1.1434E+4,1.0401E+4,5.9948E+3,1.6367E+4,7.5946E+3,1.2077E+4,8.0630E+3,1.7737E+4,4.0414E+3,8.2834E+3,4.5863E+3,7.1369E+3,6.5136E+3,6.8109E+3,5.5313E+3,5.6031E+3,3.9080E+3,9.2985E+3,3.9689E+3,9.1438E+3,1.4166E+4,1.6044E+4
sp|Q9UKV8|AGO2_HUMAN,Protein argonaute-2 OS=Homo sapiens OX=9606 GN=AGO2 PE=1 SV=3,AGO2,1.5298E+3,1.2431E+4,3.0839E+3,4.0162E+3,2.8130E+3,2.5786E+3,3.0653E+3,6.3052E+3,3.1165E+3,2.7474E+3,4.5818E+2,4.2032E+3,5.3748E+3,1.4314E+3,1.4017E+4,3.4477E+3,4.7260E+2,4.5282E+3,1.4462E+3,2.3533E+3,1.9400E+3,1.5952E+3,8.8923E+3,9.7402E+3,1.1130E+3,1.0515E+3,2.2801E+3,1.7616E+3,1.5869E+3,3.5429E+3,3.5819E+3,5.4139E+3,3.3009E+3,9.2826E+2,2.8128E+3,4.8067E+3,2.2106E+3,1.3719E+3,2.5461E+3,2.9795E+3,2.9750E+3,1.7428E+3,2.2198E+3,2.3153E+3,4.1265E+3,4.5949E+3,3.8130E+3,9.7942E+3
sp|A6NE02|BTBDH_HUMAN,BTB/POZ domain-containing protein 17 OS=Homo sapiens OX=9606 GN=BTBD17 PE=1 SV=1,BTBD17,2.0026E+4,2.0587E+4,2.7523E+4,1.1655E+4,1.9785E+4,3.2421E+4,2.4976E+4,1.6691E+4,2.8886E+4,2.2613E+4,1.7012E+4,2.8634E+4,2.4590E+4,2.5202E+4,1.9762E+4,2.5833E+4,2.1409E+4,2.2712E+4,2.0617E+4,1.8162E+4,3.4452E+4,3.0443E+4,1.3059E+4,4.5003E+4,1.7512E+4,1.9805E+4,1.6631E+4,2.2421E+4,3.3440E+4,4.4257E+4,1.4272E+4,1.4365E+4,1.3004E+4,3.7636E+4,1.8879E+4,2.0794E+4,2.5955E+4,2.5429E+4,1.5625E+4,1.8370E+4,2.0431E+4,1.7226E+4,1.7672E+4,2.1166E+4,2.7207E+4,1.4997E+4,4.1129E+4,1.5156E+4
sp|O15371|EIF3D_HUMAN,Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1,EIF3D,4.9593E+3,5.1088E+3,4.4599E+3,1.6536E+3,3.6264E+3,2.2135E+3,5.3217E+2,4.4464E+3,3.6385E+3,3.5644E+3,4.8374E+3,3.3539E+3,2.8790E+3,3.0703E+3,5.9778E+2,2.7440E+3,2.6458E+3,2.7852E+3,1.7977E+3,1.4614E+3,2.0271E+3,2.4822E+3,5.2730E+3,2.8617E+3,1.2387E+3,3.0744E+3,4.9759E+3,2.9110E+3,2.2935E+3,9.5324E+3,2.3083E+3,1.9588E+3,4.3523E+3,2.9233E+3,1.3680E+3,8.1401E+2,6.1158E+3,2.6010E+3,4.8970E+3,2.5337E+3,1.3278E+3,2.2218E+3,2.2350E+3,3.7267E+3,6.9137E+3,1.2396E+3,6.6585E+3,2.0463E+3
sp|O75078|ADA11_HUMAN,Disintegrin and metalloproteinase domain-containing protein 11 OS=Homo sapiens OX=9606 GN=ADAM11 PE=1 SV=3,ADAM11,7.7941E+4,1.7916E+5,1.6935E+5,1.0927E+5,1.1617E+5,1.7030E+5,1.2120E+5,9.9616E+4,1.2944E+5,1.5356E+5,1.5492E+5,1.4878E+5,1.5443E+5,1.2079E+5,1.4126E+5,1.1897E+5,1.2594E+5,7.9398E+4,9.0562E+4,1.1565E+5,1.7029E+5,1.5798E+5,2.2552E+5,1.5415E+5,9.9964E+4,8.1856E+4,1.3624E+5,1.4014E+5,1.2844E+5,2.2879E+5,9.0589E+4,1.8746E+5,1.0065E+5,1.6059E+5,1.1665E+5,1.2345E+5,7.1900E+4,1.5774E+5,9.7397E+4,9.6571E+4,9.5911E+4,7.2467E+4,7.6867E+4,8.4490E+4,8.2416E+4,1.6121E+5,2.0203E+5,2.1383E+5
sp|O75955|FLOT1_HUMAN,Flotillin-1 OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=3,FLOT1,9.8576E+4,6.3205E+4,6.7076E+4,6.1281E+4,6.3091E+4,6.6265E+4,6.3676E+4,9.3099E+4,7.2795E+4,3.1322E+4,5.9581E+4,5.3203E+4,5.8660E+4,4.9459E+4,8.6946E+4,5.8649E+4,6.2802E+4,1.2512E+5,5.3434E+4,4.8000E+4,5.2382E+4,6.2880E+4,6.5662E+4,1.4233E+5,4.2435E+4,2.6880E+4,5.0052E+4,5.5336E+4,3.4964E+4,7.0300E+4,4.4981E+4,7.9348E+4,7.0951E+4,5.4657E+4,4.6167E+4,3.6764E+4,1.2010E+5,3.2819E+4,5.2191E+4,3.3299E+4,4.8218E+4,4.4014E+4,4.2386E+4,4.6266E+4,1.5150E+5,4.0558E+4,7.0755E+4,7.0544E+4
sp|P04216|THY1_HUMAN,Thy-1 membrane glycoprotein OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=2,THY1,1.0593E+5,1.0080E+5,9.7013E+4,5.5896E+4,1.2623E+5,8.6041E+4,1.1653E+5,1.0147E+5,1.6829E+5,8.1042E+4,9.2572E+4,8.0103E+4,1.2118E+5,9.3214E+4,1.2800E+5,1.1645E+5,6.5715E+4,4.8621E+4,1.3507E+5,9.0866E+4,7.8768E+4,1.2666E+5,9.8703E+4,4.1966E+4,5.5343E+4,1.3624E+5,9.0773E+4,6.5616E+4,8.9899E+4,1.6019E+5,1.2661E+5,1.0004E+5,6.8845E+4,1.0569E+5,9.1020E+4,7.8799E+4,5.1561E+4,7.5430E+4,5.4881E+4,4.8740E+4,8.4985E+4,4.8098E+4,5.5631E+4,4.5964E+4,5.0730E+4,1.0129E+5,1.1020E+5,8.8099E+4
sp|P09211|GSTP1_HUMAN,Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2,GSTP1,1.6739E+5,2.7878E+5,1.5258E+5,9.5087E+4,1.3602E+5,1.7415E+5,1.5207E+5,1.5309E+5,1.5894E+5,1.0673E+5,1.7550E+5,1.3309E+5,1.0540E+5,1.6016E+5,1.5149E+5,1.5232E+5,1.4589E+5,1.7966E+5,1.2389E+5,1.4115E+5,1.9890E+5,1.5540E+5,3.8978E+5,1.9936E+5,1.1806E+5,1.0065E+5,1.5212E+5,2.1097E+5,1.9137E+5,1.9318E+5,1.2491E+5,4.2827E+5,9.9552E+4,1.5116E+5,2.0883E+5,1.7367E+5,1.7875E+5,1.3759E+5,1.3319E+5,1.4050E+5,1.0143E+5,9.0663E+4,9.0742E+4,1.0898E+5,2.1955E+5,1.5738E+5,2.0649E+5,3.6396E+5
sp|P09603|CSF1_HUMAN,Macrophage colony-stimulating factor 1 OS=Homo sapiens OX=9606 GN=CSF1 PE=1 SV=2,CSF1,5.8668E+6,6.8502E+6,8.5976E+6,4.2310E+6,7.0949E+6,5.5347E+6,4.9989E+6,5.6436E+6,9.4639E+6,5.8698E+6,6.3049E+6,8.5378E+6,5.8132E+6,6.6683E+6,7.5194E+6,7.0853E+6,7.4243E+6,4.9490E+5,6.9325E+6,7.5794E+6,7.8334E+6,6.9179E+6,6.5523E+6,7.8889E+5,7.8613E+6,5.3995E+6,6.8272E+6,8.6165E+6,4.7272E+6,8.0623E+6,5.2922E+6,9.6371E+6,8.8977E+6,6.4460E+6,4.7297E+6,7.5537E+6,4.0345E+5,9.6582E+6,5.8189E+6,5.9826E+6,5.5205E+6,4.7869E+6,5.2619E+6,6.9730E+6,6.4789E+5,9.7458E+6,1.0813E+7,7.3539E+6
sp|P20292|AL5AP_HUMAN,Arachidonate 5-lipoxygenase-activating protein OS=Homo sapiens OX=9606 GN=ALOX5AP PE=1 SV=2,ALOX5AP,1.0041E+4,2.0150E+3,1.5251E+3,8.2597E+2,1.4375E+3,1.8114E+3,2.0939E+3,4.3806E+3,2.3084E+3,1.5525E+3,1.3573E+3,1.1459E+3,4.7744E+3,2.2476E+3,1.2182E+3,2.3231E+3,4.1791E+3,3.2267E+4,2.6984E+3,7.9646E+2,5.2331E+3,4.5533E+3,4.5479E+3,2.7977E+4,2.7790E+3,2.2330E+3,1.8426E+3,5.3658E+3,3.5970E+3,1.0040E+4,1.2720E+3,2.2173E+3,1.0793E+4,2.7975E+3,5.1353E+3,5.3106E+3,3.0856E+4,9.1210E+3,4.3730E+3,2.9334E+3,7.3660E+3,3.4443E+3,3.5708E+3,2.4674E+3,2.5530E+4,5.3528E+3,6.5183E+3,5.4229E+3
sp|P34932|HSP74_HUMAN,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,HSPA4,2.1367E+5,5.1037E+5,3.4053E+5,2.3620E+5,2.7038E+5,4.5780E+5,1.7534E+5,2.6214E+5,4.0635E+5,1.8268E+5,4.5704E+5,3.4503E+5,3.6184E+5,2.2501E+5,3.5374E+5,3.3336E+5,3.6775E+5,8.3421E+5,2.8151E+5,3.2593E+5,2.9305E+5,4.8378E+5,8.0705E+5,5.4320E+5,1.9682E+5,4.0265E+5,3.2999E+5,3.5034E+5,4.4117E+5,6.5680E+5,2.6174E+5,6.7120E+5,3.1833E+5,8.1208E+5,4.0041E+5,2.6520E+5,4.9459E+5,5.7996E+5,2.9605E+5,1.5174E+5,2.9393E+5,2.2604E+5,1.7803E+5,2.5640E+5,7.3676E+5,4.3174E+5,5.5135E+5,1.4734E+6
sp|P36952|SPB5_HUMAN,Serpin B5 OS=Homo sapiens OX=9606 GN=SERPINB5 PE=1 SV=2,SERPINB5,2.8017E+4,9.3990E+3,8.3318E+3,2.6891E+3,4.8158E+3,1.7159E+3,6.3899E+2,3.9428E+3,9.6448E+2,2.3477E+3,2.0058E+3,3.5738E+3,4.8007E+3,2.5033E+3,3.1125E+3,1.1017E+3,2.0280E+3,7.5511E+2,2.5156E+3,1.5902E+3,2.0880E+3,1.0620E+3,2.2649E+3,2.3956E+3,5.5734E+2,3.1193E+3,2.7204E+3,5.3722E+2,1.4907E+3,1.8315E+3,1.4571E+3,0.0000E+0,3.2597E+2,1.4587E+3,4.7099E+3,2.3637E+2,1.7253E+2,4.3014E+3,8.8407E+2,1.7868E+2,1.7931E+3,1.9848E+3,2.2784E+3,5.7391E+2,2.5109E+3,9.9536E+2,1.4827E+3,7.6790E+3
sp|P41159|LEP_HUMAN,Leptin OS=Homo sapiens OX=9606 GN=LEP PE=1 SV=1,LEP,3.2995E+4,1.1653E+4,1.9696E+4,2.5651E+4,5.0847E+4,2.8415E+4,8.3148E+3,2.2202E+4,5.3338E+4,1.0682E+4,1.7549E+4,2.6515E+4,2.7735E+4,1.1900E+4,3.9283E+4,1.6976E+4,6.0878E+3,3.4653E+3,2.3015E+4,1.7715E+4,9.3199E+3,2.4719E+4,5.5163E+3,5.0847E+3,3.6900E+3,4.3735E+4,1.6485E+4,3.3519E+4,2.2259E+4,2.6282E+4,3.8541E+4,1.3861E+4,4.5687E+3,2.3785E+4,2.7183E+4,3.8981E+4,1.7584E+3,1.3924E+4,7.7123E+3,4.8481E+3,9.1322E+3,7.3038E+3,3.4327E+3,1.0851E+4,4.7505E+3,1.0738E+4,1.3154E+4,1.0404E+4
sp|P43490|NAMPT_HUMAN,Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1,NAMPT,8.3449E+3,1.8150E+4,1.0358E+4,1.2065E+4,4.6460E+3,6.6757E+3,3.4732E+3,1.2343E+4,1.2228E+4,5.9337E+3,8.7019E+3,5.0338E+3,1.0053E+4,1.0473E+4,5.2562E+3,6.6073E+3,6.6103E+3,6.5480E+4,3.9214E+3,3.4783E+3,6.6950E+3,6.6491E+3,2.3159E+4,9.6252E+4,4.5678E+3,7.1439E+3,6.1935E+3,9.9210E+3,7.8614E+3,1.2283E+4,5.9460E+3,2.0780E+4,8.8002E+3,5.9466E+3,5.7106E+3,8.8587E+3,5.9207E+4,9.1702E+3,8.5501E+3,2.4022E+3,1.0260E+3,4.6788E+3,2.6206E+3,7.2273E+3,4.7856E+4,1.0646E+4,2.0941E+4,3.1097E+4
sp|Q496H8|NRN1L_HUMAN,Neuritin-like protein OS=Homo sapiens OX=9606 GN=NRN1L PE=1 SV=2,NRN1L,1.9826E+5,1.3475E+5,2.3448E+5,2.8207E+5,2.4448E+5,3.9590E+5,2.4251E+5,1.7752E+5,3.2242E+5,2.8001E+5,2.6989E+5,3.3872E+5,1.5632E+5,1.9387E+5,2.2777E+5,2.6289E+5,2.5346E+5,6.1901E+5,1.5661E+5,2.4987E+5,2.2478E+5,1.8525E+5,1.8658E+5,3.4868E+5,1.2143E+5,2.5177E+5,1.3567E+5,3.3569E+5,3.9654E+5,3.2380E+5,2.6185E+5,3.4685E+5,1.5018E+5,5.9413E+5,1.4648E+5,4.4069E+5,1.1081E+5,3.6798E+5,1.9122E+5,3.3806E+5,3.1910E+5,2.3501E+5,4.1414E+5,1.4002E+5,5.0169E+5,5.1877E+5,5.6136E+5,2.4230E+5
sp|Q6FI13|H2A2A_HUMAN / sp|P0C0S8|H2A1_HUMAN / sp|Q9BTM1|H2AJ_HUMAN / sp|Q99878|H2A1J_HUMAN / sp|Q96KK5|H2A1H_HUMAN / sp|Q16777|H2A2C_HUMAN,"Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=H2AC18 PE=1 SV=3
Histone H2A type 1 OS=Homo sapiens OX=9606 GN=H2AC11 PE=1 SV=2
Histone H2A.J OS=Homo sapiens OX=9606 GN=H2AJ PE=1 SV=1
Histone H2A type 1-J OS=Homo sapiens OX=9606 GN=H2AC14 PE=1 SV=3
Histone H2A type 1-H OS=Homo sapiens OX=9606 GN=H2AC12 PE=1 SV=3
Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4",H2AC18 / H2AC11 / H2AJ / H2AC14 / H2AC12 / H2AC20,1.3544E+6,1.6883E+6,1.6270E+5,5.5143E+4,1.5116E+5,4.0478E+4,4.4670E+4,1.4268E+5,5.5647E+4,7.1818E+4,2.2908E+5,4.5116E+4,3.7348E+4,4.0727E+4,4.6145E+4,2.2408E+5,3.2949E+4,1.5177E+5,3.7935E+4,5.5043E+4,3.6682E+4,2.5550E+4,2.4957E+6,1.3512E+5,3.5758E+4,2.6512E+4,3.5272E+5,2.5182E+4,2.0070E+4,7.0637E+6,1.5326E+5,1.7628E+6,1.4277E+6,2.1380E+4,3.2307E+4,3.3749E+4,1.6862E+5,2.8679E+4,1.0157E+5,2.1564E+4,1.4704E+5,2.5694E+4,8.5439E+4,7.6940E+4,1.5472E+5,2.6461E+4,1.4646E+5,2.0439E+6
sp|Q9BR76|COR1B_HUMAN,Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1,CORO1B,7.4947E+4,9.9381E+4,5.3933E+4,6.7030E+4,5.4942E+4,5.6289E+4,6.3306E+4,6.0051E+4,5.5468E+4,5.4167E+4,5.4882E+4,5.7606E+4,1.4350E+5,4.3889E+4,3.6136E+4,4.9590E+4,5.9020E+4,5.0732E+4,4.8405E+4,5.2654E+4,6.2941E+4,8.6711E+4,1.1310E+5,4.1849E+4,4.1606E+4,5.1543E+4,5.2333E+4,8.3895E+4,7.1848E+4,8.9980E+4,7.6768E+4,1.6867E+5,8.8200E+4,6.5380E+4,4.9913E+4,6.1167E+4,3.4570E+4,6.3495E+4,7.7214E+4,3.2912E+4,5.0206E+4,6.3940E+4,3.9713E+4,4.5367E+4,4.8649E+4,5.3993E+4,1.1170E+5,1.4343E+5
